ENSG00000000419:ENSG00000259456 DPM1:ADNP-AS1
ENSG00000125850:ENSG00000089006 OVOL2:SNX5
ENSG00000125850:ENSG00000125871 OVOL2:MGME1
ENSG00000125850:ENSG00000212232 OVOL2:SNORD17
ENSG00000125850:ENSG00000218902 OVOL2:PTMAP3
ENSG00000125851:ENSG00000232241 PCSK2:DYNLT3P1
ENSG00000125864:ENSG00000232333 BFSP1:RPS27AP2
ENSG00000125864:ENSG00000277373 BFSP1:AL132765.2
ENSG00000125868:ENSG00000202260 DSTN:RN7SKP69
ENSG00000125868:ENSG00000230495 DSTN:AL132765.1
ENSG00000125869:ENSG00000225988 LAMP5:LAMP5-AS1
ENSG00000125870:ENSG00000228809 SNRPB2:AL034428.1
ENSG00000125871:ENSG00000089006 MGME1:SNX5
ENSG00000125871:ENSG00000125850 MGME1:OVOL2
ENSG00000125875:ENSG00000206797 TBC1D20:Y_RNA
ENSG00000125885:ENSG00000207380 MCM8:Y_RNA
ENSG00000125885:ENSG00000231961 MCM8:AL035461.1
ENSG00000125885:ENSG00000278719 MCM8:MCM8-AS1
ENSG00000125895:ENSG00000125818 TMEM74B:PSMF1
ENSG00000125898:ENSG00000101278 FAM110A:RPS10P5
ENSG00000125900:ENSG00000242324 SIRPD:AL049634.1
ENSG00000125900:ENSG00000260861 SIRPD:AL049634.2
ENSG00000125931:ENSG00000102309 CITED1:PIN4
ENSG00000125945:ENSG00000249087 ZNF436:ZNF436-AS1
ENSG00000125952:ENSG00000125954 MAX:CHURC1-FNTB
ENSG00000125952:ENSG00000257365 MAX:FNTB
ENSG00000125952:ENSG00000259118 MAX:AL139022.1
ENSG00000125952:ENSG00000266531 MAX:MIR4706
ENSG00000125954:ENSG00000125952 CHURC1-FNTB:MAX
ENSG00000125954:ENSG00000139998 CHURC1-FNTB:RAB15
ENSG00000125954:ENSG00000176153 CHURC1-FNTB:GPX2
ENSG00000125954:ENSG00000257365 CHURC1-FNTB:FNTB
ENSG00000125954:ENSG00000258289 CHURC1-FNTB:CHURC1
ENSG00000125954:ENSG00000266531 CHURC1-FNTB:MIR4706
ENSG00000125954:ENSG00000272158 CHURC1-FNTB:AL139022.2
ENSG00000125962:ENSG00000270050 ARMCX5:AL035427.1
ENSG00000125962:ENSG00000271147 ARMCX5:ARMCX5-GPRASP2
ENSG00000125965:ENSG00000204183 GDF5:GDF5OS
ENSG00000125965:ENSG00000221763 GDF5:MIR1289-1
ENSG00000125966:ENSG00000126005 MMP24:MMP24-AS1
ENSG00000125966:ENSG00000261582 MMP24:AL121753.1
ENSG00000125966:ENSG00000279253 MMP24:AL121753.2
ENSG00000125967:ENSG00000149609 NECAB3:C20orf144
ENSG00000125967:ENSG00000182584 NECAB3:ACTL10
ENSG00000125970:ENSG00000125977 RALY:EIF2S2
ENSG00000125970:ENSG00000228265 RALY:RALY-AS1
ENSG00000125970:ENSG00000228386 RALY:AL031668.1
ENSG00000125970:ENSG00000264616 RALY:MIR4755
ENSG00000125971:ENSG00000206582 DYNLRB1:Y_RNA
ENSG00000125975:ENSG00000242507 C20orf173:FO393401.2
ENSG00000125977:ENSG00000125970 EIF2S2:RALY
ENSG00000125991:ENSG00000224497 ERGIC3:RPL36P4
ENSG00000125995:ENSG00000244005 ROMO1:NFS1
ENSG00000125998:ENSG00000235214 FAM83C:FAM83C-AS1
ENSG00000126001:ENSG00000230155 CEP250:FO393401.1
ENSG00000126005:ENSG00000101000 MMP24-AS1:PROCR
ENSG00000126005:ENSG00000125966 MMP24-AS1:MMP24
ENSG00000126005:ENSG00000229230 MMP24-AS1:MT1P3
ENSG00000126005:ENSG00000261582 MMP24-AS1:AL121753.1
ENSG00000126005:ENSG00000279253 MMP24-AS1:AL121753.2
ENSG00000126010:ENSG00000238178 GRPR:AC078993.1
ENSG00000126012:ENSG00000235262 KDM5C:KDM5C-IT1
ENSG00000126012:ENSG00000276575 KDM5C:MIR6895
ENSG00000126012:ENSG00000277474 KDM5C:MIR6894
ENSG00000126016:ENSG00000283775 AMOT:MIR4329
ENSG00000126062:ENSG00000114395 TMEM115:CYB561D2
ENSG00000126062:ENSG00000272104 TMEM115:Z84492.1
ENSG00000126070:ENSG00000271554 AGO3:AL138787.2
ENSG00000126091:ENSG00000224751 ST3GAL3:SHMT1P1
ENSG00000126091:ENSG00000229444 ST3GAL3:AL451062.1
ENSG00000126091:ENSG00000233674 ST3GAL3:AL451062.2
ENSG00000126091:ENSG00000236200 ST3GAL3:KDM4A-AS1
ENSG00000126091:ENSG00000283414 ST3GAL3:U6
ENSG00000126091:ENSG00000283477 ST3GAL3:MIR6079
ENSG00000126106:ENSG00000187147 TMEM53:RNF220
ENSG00000126214:ENSG00000126215 KLC1:XRCC3
ENSG00000126214:ENSG00000166170 KLC1:BAG5
ENSG00000126214:ENSG00000201184 KLC1:RNU4-68P
ENSG00000126214:ENSG00000246451 KLC1:AL049840.1
ENSG00000126214:ENSG00000256053 KLC1:APOPT1
ENSG00000126214:ENSG00000256500 KLC1:AL139300.1
ENSG00000126214:ENSG00000269910 KLC1:AL049840.2
ENSG00000126214:ENSG00000269940 KLC1:AL049840.3
ENSG00000126214:ENSG00000269958 KLC1:AL049840.4
ENSG00000126214:ENSG00000270108 KLC1:AL049840.5
ENSG00000126215:ENSG00000126214 XRCC3:KLC1
ENSG00000126217:ENSG00000235280 MCF2L:MCF2L-AS1
ENSG00000126217:ENSG00000267868 MCF2L:AL356740.1
ENSG00000126217:ENSG00000269356 MCF2L:AL356740.2
ENSG00000126217:ENSG00000269376 MCF2L:AL356740.3
ENSG00000126218:ENSG00000230371 F10:KARSP2
ENSG00000126218:ENSG00000231882 F10:F10-AS1
ENSG00000126218:ENSG00000283828 F10:AL137002.2
ENSG00000126226:ENSG00000139842 PCID2:CUL4A
ENSG00000126231:ENSG00000269125 PROZ:AL137002.1
ENSG00000126246:ENSG00000267120 IGFLR1:AD000671.2
ENSG00000126246:ENSG00000272333 IGFLR1:KMT2B
ENSG00000126247:ENSG00000270760 CAPNS1:AD001527.1
ENSG00000126249:ENSG00000264317 PDCD2L:RN7SL154P
ENSG00000126249:ENSG00000266953 PDCD2L:AC092073.1
ENSG00000126249:ENSG00000267024 PDCD2L:AC008747.1
ENSG00000126259:ENSG00000161270 KIRREL2:NPHS1
ENSG00000126264:ENSG00000280194 HCST:AD000864.1
ENSG00000126351:ENSG00000008838 THRA:MED24
ENSG00000126351:ENSG00000126368 THRA:NR1D1
ENSG00000126368:ENSG00000126351 NR1D1:THRA
ENSG00000126453:ENSG00000126456 BCL2L12:IRF3
ENSG00000126456:ENSG00000126453 IRF3:BCL2L12
ENSG00000126457:ENSG00000224420 PRMT1:ADM5
ENSG00000126457:ENSG00000268677 PRMT1:AC011495.3
ENSG00000126457:ENSG00000274306 PRMT1:MIR5088
ENSG00000126460:ENSG00000142546 PRRG2:NOSIP
ENSG00000126464:ENSG00000268636 PRR12:AC011495.2
ENSG00000126500:ENSG00000133315 FLRT1:MACROD1
ENSG00000126500:ENSG00000256341 FLRT1:AP006333.1
ENSG00000126500:ENSG00000256824 FLRT1:AP000721.2
ENSG00000126522:ENSG00000249319 ASL:AC068533.4
ENSG00000126524:ENSG00000198874 SBDS:TYW1
ENSG00000126562:ENSG00000183978 WNK4:COA3
ENSG00000126581:ENSG00000131467 BECN1:PSME3
ENSG00000126581:ENSG00000176563 BECN1:CNTD1
ENSG00000126581:ENSG00000278447 BECN1:MIR6781
ENSG00000126602:ENSG00000213918 TRAP1:DNASE1
ENSG00000126602:ENSG00000263235 TRAP1:AC006111.2
ENSG00000126602:ENSG00000276754 TRAP1:AC006111.3
ENSG00000126603:ENSG00000217930 GLIS2:PAM16
ENSG00000126603:ENSG00000262686 GLIS2:GLIS2-AS1
ENSG00000126603:ENSG00000262712 GLIS2:AC012676.1
ENSG00000126653:ENSG00000265394 NSRP1:AC104984.2
ENSG00000126653:ENSG00000265739 NSRP1:AC104984.3
ENSG00000126653:ENSG00000266919 NSRP1:AC104984.5
ENSG00000126653:ENSG00000266987 NSRP1:AC104984.6
ENSG00000126653:ENSG00000283935 NSRP1:MIR423
ENSG00000126653:ENSG00000284399 NSRP1:MIR3184
ENSG00000126709:ENSG00000225886 IFI6:AL445490.1
ENSG00000126733:ENSG00000215093 DACH2:EEF1A1P29
ENSG00000126733:ENSG00000223772 DACH2:GEMIN8P3
ENSG00000126733:ENSG00000231478 DACH2:FCF1P9
ENSG00000126733:ENSG00000271290 DACH2:AL390058.1
ENSG00000126733:ENSG00000277717 DACH2:U6
ENSG00000126746:ENSG00000219410 ZNF384:AC125494.1
ENSG00000126749:ENSG00000111684 EMG1:LPCAT3
ENSG00000126749:ENSG00000268439 EMG1:EMG1
ENSG00000126756:ENSG00000267064 UXT:UXT-AS1
ENSG00000126759:ENSG00000283743 CFP:AL009172.2
ENSG00000126768:ENSG00000102103 TIMM17B:PQBP1
ENSG00000126773:ENSG00000100612 PCNX4:DHRS7
ENSG00000126773:ENSG00000258896 PCNX4:SCOCP1
ENSG00000126775:ENSG00000259318 ATG14:AL356801.1
ENSG00000126777:ENSG00000186615 KTN1:KTN1-AS1
ENSG00000126777:ENSG00000200742 KTN1:Y_RNA
ENSG00000126790:ENSG00000181619 L3HYPDH:GPR135
ENSG00000126790:ENSG00000258782 L3HYPDH:AL121694.1
ENSG00000126803:ENSG00000259116 HSPA2:AL049869.3
ENSG00000126804:ENSG00000089775 ZBTB1:ZBTB25
ENSG00000126804:ENSG00000259116 ZBTB1:AL049869.3
ENSG00000126814:ENSG00000139974 TRMT5:SLC38A6
ENSG00000126814:ENSG00000206870 TRMT5:RNU6-398P
ENSG00000126814:ENSG00000258656 TRMT5:AL160236.1
ENSG00000126814:ENSG00000258892 TRMT5:AL160236.2
ENSG00000126822:ENSG00000070182 PLEKHG3:SPTB
ENSG00000126838:ENSG00000256817 PZP:TPT1P12
ENSG00000126858:ENSG00000214708 RHOT1:AC116407.1
ENSG00000126858:ENSG00000265293 RHOT1:ARGFXP2
ENSG00000126858:ENSG00000266282 RHOT1:UBL5P2
ENSG00000126858:ENSG00000280020 RHOT1:AC116407.3
ENSG00000126858:ENSG00000280033 RHOT1:AC116407.4
ENSG00000126860:ENSG00000196712 EVI2A:NF1
ENSG00000126860:ENSG00000265118 EVI2A:AC134669.2
ENSG00000126861:ENSG00000196712 OMG:NF1
ENSG00000126883:ENSG00000236986 NUP214:AL157938.2
ENSG00000126883:ENSG00000246851 NUP214:AL157938.3
ENSG00000126883:ENSG00000252622 NUP214:RNU6-881P
ENSG00000126895:ENSG00000198910 AVPR2:L1CAM
ENSG00000126945:ENSG00000257529 HNRNPH2:RPL36A-HNRNPH2
ENSG00000126950:ENSG00000225839 TMEM35A:TRMT2B-AS1
ENSG00000127022:ENSG00000204659 CANX:CBY3
ENSG00000127022:ENSG00000225051 CANX:HMGB3P22
ENSG00000127054:ENSG00000169972 INTS11:PUSL1
ENSG00000127054:ENSG00000240731 INTS11:AL139287.1
ENSG00000127054:ENSG00000283712 INTS11:MIR6727
ENSG00000127080:ENSG00000188312 IPPK:CENPP
ENSG00000127081:ENSG00000187984 ZNF484:ANKRD19P
ENSG00000127083:ENSG00000188312 OMD:CENPP
ENSG00000127124:ENSG00000230638 HIVEP3:AL445933.1
ENSG00000127124:ENSG00000230881 HIVEP3:AL445933.2
ENSG00000127125:ENSG00000066185 PPCS:ZMYND12
ENSG00000127125:ENSG00000186409 PPCS:CCDC30
ENSG00000127152:ENSG00000235785 BCL11B:AL109767.1
ENSG00000127184:ENSG00000284078 COX7C:hsa-mir-3607
ENSG00000127191:ENSG00000266507 TRAF2:MIR4479
ENSG00000127220:ENSG00000130311 ABHD8:DDA1
ENSG00000127220:ENSG00000130312 ABHD8:MRPL34
ENSG00000127220:ENSG00000269815 ABHD8:AC010463.3
ENSG00000127241:ENSG00000283175 MASP1:AC007920.2
ENSG00000127249:ENSG00000225473 ATP13A4:ATP13A4-AS1
ENSG00000127249:ENSG00000236297 ATP13A4:AC048351.1
ENSG00000127252:ENSG00000187527 HRASLS:ATP13A5
ENSG00000127311:ENSG00000155974 HELB:GRIP1
ENSG00000127314:ENSG00000206650 RAP1B:SNORA70G
ENSG00000127314:ENSG00000234040 RAP1B:RPL10P12
ENSG00000127314:ENSG00000234925 RAP1B:ATP5HP4
ENSG00000127324:ENSG00000139292 TSPAN8:LGR5
ENSG00000127325:ENSG00000279551 BEST3:AC025263.3
ENSG00000127328:ENSG00000258052 RAB3IP:AC025263.2
ENSG00000127329:ENSG00000258168 PTPRB:AC025569.1
ENSG00000127329:ENSG00000277247 PTPRB:AC083809.1
ENSG00000127334:ENSG00000235872 DYRK2:AC078777.1
ENSG00000127362:ENSG00000106028 TAS2R3:SSBP1
ENSG00000127364:ENSG00000106028 TAS2R4:SSBP1
ENSG00000127377:ENSG00000241456 CRYGN:AC005996.2
ENSG00000127377:ENSG00000265810 CRYGN:MIR3907
ENSG00000127399:ENSG00000106526 LRRC61:ACTR3C
ENSG00000127399:ENSG00000188707 LRRC61:ZBED6CL
ENSG00000127415:ENSG00000145217 IDUA:SLC26A1
ENSG00000127423:ENSG00000117640 AUNIP:MTFR1L
ENSG00000127423:ENSG00000272478 AUNIP:AL020996.3
ENSG00000127452:ENSG00000200237 FBXL12:SNORA70
ENSG00000127452:ENSG00000267119 FBXL12:RPL10P15
ENSG00000127463:ENSG00000053372 EMC1:MRTO4
ENSG00000127463:ENSG00000230424 EMC1:AL035413.1
ENSG00000127481:ENSG00000272084 UBR4:AL137127.1
ENSG00000127507:ENSG00000160961 ADGRE2:ZNF333
ENSG00000127511:ENSG00000268743 SIN3B:AC008737.1
ENSG00000127526:ENSG00000141979 SLC35E1:AC008764.1
ENSG00000127526:ENSG00000268309 SLC35E1:AC008764.3
ENSG00000127526:ENSG00000269085 SLC35E1:AC008764.5
ENSG00000127527:ENSG00000240418 EPS15L1:AC020917.1
ENSG00000127527:ENSG00000267703 EPS15L1:AC020917.2
ENSG00000127527:ENSG00000280332 EPS15L1:AC020917.4
ENSG00000127530:ENSG00000188269 OR7C1:OR7A5
ENSG00000127540:ENSG00000267059 UQCR11:AC005943.1
ENSG00000127554:ENSG00000261790 GFER:AC005606.2
ENSG00000127561:ENSG00000261790 SYNGR3:AC005606.2
ENSG00000127564:ENSG00000131650 PKMYT1:KREMEN2
ENSG00000127564:ENSG00000162073 PKMYT1:PAQR4
ENSG00000127578:ENSG00000197562 WFIKKN1:RAB40C
ENSG00000127580:ENSG00000261659 WDR24:Z92544.2
ENSG00000127585:ENSG00000261659 FBXL16:Z92544.2
ENSG00000127586:ENSG00000007376 CHTF18:RPUSD1
ENSG00000127586:ENSG00000127588 CHTF18:GNG13
ENSG00000127588:ENSG00000127586 GNG13:CHTF18
ENSG00000127603:ENSG00000206654 MACF1:RNU6-608P
ENSG00000127603:ENSG00000217897 MACF1:HSPE1P8
ENSG00000127603:ENSG00000222378 MACF1:RNA5SP44
ENSG00000127603:ENSG00000226438 MACF1:AL442071.1
ENSG00000127603:ENSG00000270040 MACF1:AL356055.1
ENSG00000127616:ENSG00000266936 SMARCA4:AC011442.1
ENSG00000127616:ENSG00000276757 SMARCA4:RN7SL192P
ENSG00000127616:ENSG00000278643 SMARCA4:uc_338
ENSG00000127720:ENSG00000133773 METTL25:CCDC59
ENSG00000127720:ENSG00000257875 METTL25:AC089998.3
ENSG00000127743:ENSG00000253865 IL17B:AC131025.1
ENSG00000127774:ENSG00000257950 EMC6:P2RX5-TAX1BP3
ENSG00000127804:ENSG00000279872 METTL16:AC006435.4
ENSG00000127804:ENSG00000280280 METTL16:AC006435.5
ENSG00000127824:ENSG00000115661 TUBA4A:STK16
ENSG00000127824:ENSG00000243910 TUBA4A:TUBA4B
ENSG00000127831:ENSG00000135913 VIL1:USP37
ENSG00000127838:ENSG00000135926 PNKD:TMBIM1
ENSG00000127838:ENSG00000237281 PNKD:CATIP-AS2
ENSG00000127838:ENSG00000278524 PNKD:MIR6810
ENSG00000127838:ENSG00000284173 PNKD:MIR6513
ENSG00000127870:ENSG00000233963 RNF6:ATP8A2P3
ENSG00000127870:ENSG00000277368 RNF6:AL138966.2
ENSG00000127884:ENSG00000265395 ECHS1:MIR3944
ENSG00000127928:ENSG00000105825 GNGT1:TFPI2
ENSG00000127928:ENSG00000213483 GNGT1:NDUFAF4P2
ENSG00000127928:ENSG00000225898 GNGT1:AC002075.1
ENSG00000127928:ENSG00000234695 GNGT1:AC002076.1
ENSG00000127928:ENSG00000237729 GNGT1:AC002075.2
ENSG00000127928:ENSG00000265423 GNGT1:MIR4652
ENSG00000127946:ENSG00000279996 HIP1:AC004491.1
ENSG00000127948:ENSG00000189077 POR:TMEM120A
ENSG00000127948:ENSG00000201643 POR:SNORA14A
ENSG00000127948:ENSG00000235090 POR:RPL7L1P3
ENSG00000127948:ENSG00000284334 POR:MIR4651
ENSG00000127951:ENSG00000135205 FGL2:CCDC146
ENSG00000127951:ENSG00000259628 FGL2:AC007000.3
ENSG00000127952:ENSG00000280388 STYXL1:AC006330.1
ENSG00000127954:ENSG00000228113 STEAP4:AC003991.1
ENSG00000127957:ENSG00000170092 PMS2P3:SPDYE5
ENSG00000127957:ENSG00000200874 PMS2P3:Y_RNA
ENSG00000127980:ENSG00000244055 PEX1:AC007566.1
ENSG00000128000:ENSG00000269749 ZNF780B:AC005614.2
ENSG00000128011:ENSG00000268262 LRFN1:AC011445.1
ENSG00000128039:ENSG00000249700 SRD5A3:SRD5A3-AS1
ENSG00000128039:ENSG00000251111 SRD5A3:FCF1P8
ENSG00000128040:ENSG00000251799 SPINK2:Y_RNA
ENSG00000128040:ENSG00000278226 SPINK2:Metazoa_SRP
ENSG00000128052:ENSG00000250646 KDR:AC111194.2
ENSG00000128059:ENSG00000270147 PPAT:AC068620.3
ENSG00000128059:ENSG00000283156 PPAT:AC068620.4
ENSG00000128185:ENSG00000273343 DGCR6L:AC007663.4
ENSG00000128191:ENSG00000099899 DGCR8:TRMT2A
ENSG00000128191:ENSG00000243762 DGCR8:AC006547.2
ENSG00000128191:ENSG00000284140 DGCR8:MIR3618
ENSG00000128191:ENSG00000284464 DGCR8:MIR1306
ENSG00000128203:ENSG00000100099 ASPHD2:HPS4
ENSG00000128245:ENSG00000128254 YWHAH:C22orf24
ENSG00000128250:ENSG00000225465 RFPL1:RFPL1S
ENSG00000128253:ENSG00000254127 RFPL2:IGLCOR22-1
ENSG00000128254:ENSG00000128245 C22orf24:YWHAH
ENSG00000128262:ENSG00000225098 POM121L9P:BCRP1
ENSG00000128266:ENSG00000100218 GNAZ:RSPH14
ENSG00000128268:ENSG00000227188 MGAT3:MGAT3-AS1
ENSG00000128271:ENSG00000178803 ADORA2A:ADORA2A-AS1
ENSG00000128271:ENSG00000258555 ADORA2A:SPECC1L-ADORA2A
ENSG00000128276:ENSG00000205853 RFPL3:RFPL3S
ENSG00000128276:ENSG00000271093 RFPL3:IGLCOR22-2
ENSG00000128294:ENSG00000213707 TPST2:HMGB1P10
ENSG00000128294:ENSG00000221760 TPST2:MIR548J
ENSG00000128298:ENSG00000272720 BAIAP2L2:AL022322.1
ENSG00000128309:ENSG00000128311 MPST:TST
ENSG00000128311:ENSG00000128309 TST:MPST
ENSG00000128311:ENSG00000252412 TST:Y_RNA
ENSG00000128322:ENSG00000224277 IGLL1:AP000345.1
ENSG00000128342:ENSG00000232530 LIF:AC004264.1
ENSG00000128342:ENSG00000268812 LIF:AC004264.2
ENSG00000128346:ENSG00000100142 C22orf23:POLR2F
ENSG00000128346:ENSG00000272582 C22orf23:AL031587.3
ENSG00000128346:ENSG00000278948 C22orf23:AL031587.5
ENSG00000128346:ENSG00000279010 C22orf23:AL031587.6
ENSG00000128383:ENSG00000179750 APOBEC3A:APOBEC3B
ENSG00000128383:ENSG00000249310 APOBEC3A:APOBEC3B-AS1
ENSG00000128438:ENSG00000240505 TBC1D27:TNFRSF13B
ENSG00000128463:ENSG00000140199 EMC4:SLC12A6
ENSG00000128482:ENSG00000265126 RNF112:AC004448.5
ENSG00000128487:ENSG00000212186 SPECC1:RNU6-258P
ENSG00000128487:ENSG00000225014 SPECC1:KCTD9P1
ENSG00000128487:ENSG00000225681 SPECC1:AC005730.1
ENSG00000128487:ENSG00000252971 SPECC1:RNU6-1057P
ENSG00000128487:ENSG00000263494 SPECC1:AC004702.1
ENSG00000128512:ENSG00000222346 DOCK4:RNA5SP237
ENSG00000128512:ENSG00000225572 DOCK4:DOCK4-AS1
ENSG00000128512:ENSG00000234358 DOCK4:AC003080.1
ENSG00000128513:ENSG00000224897 POT1:POT1-AS1
ENSG00000128524:ENSG00000135253 ATP6V1F:KCP
ENSG00000128563:ENSG00000221510 PRKRIP1:MIR548O
ENSG00000128563:ENSG00000239486 PRKRIP1:AC091390.3
ENSG00000128563:ENSG00000239969 PRKRIP1:AC091390.4
ENSG00000128567:ENSG00000224545 PODXL:AC008264.1
ENSG00000128573:ENSG00000202334 FOXP2:RNA5SP238
ENSG00000128573:ENSG00000224595 FOXP2:AC073626.1
ENSG00000128573:ENSG00000236580 FOXP2:AC073626.2
ENSG00000128573:ENSG00000272230 FOXP2:MIR3666
ENSG00000128573:ENSG00000282859 FOXP2:AC003992.1
ENSG00000128578:ENSG00000199846 STRIP2:RNU1-72P
ENSG00000128578:ENSG00000239919 STRIP2:SNRPGP3
ENSG00000128585:ENSG00000231721 MKLN1:LINC-PINT
ENSG00000128585:ENSG00000233287 MKLN1:AC009362.1
ENSG00000128585:ENSG00000236753 MKLN1:MKLN1-AS
ENSG00000128585:ENSG00000273489 MKLN1:AC008264.2
ENSG00000128590:ENSG00000135241 DNAJB9:PNPLA8
ENSG00000128590:ENSG00000177683 DNAJB9:THAP5
ENSG00000128591:ENSG00000242902 FLNC:AC025594.2
ENSG00000128594:ENSG00000197157 LRRC4:SND1
ENSG00000128595:ENSG00000244218 CALU:RN7SL81P
ENSG00000128602:ENSG00000243230 SMO:AC011005.4
ENSG00000128606:ENSG00000161040 LRRC17:FBXL13
ENSG00000128610:ENSG00000230316 FEZF1:FEZF1-AS1
ENSG00000128626:ENSG00000104835 MRPS12:SARS2
ENSG00000128626:ENSG00000269547 MRPS12:AC011455.3
ENSG00000128641:ENSG00000227542 MYO1B:AC092614.1
ENSG00000128641:ENSG00000252130 MYO1B:RNU6-1045P
ENSG00000128645:ENSG00000224189 HOXD1:HAGLR
ENSG00000128645:ENSG00000279160 HOXD1:AC009336.3
ENSG00000128645:ENSG00000283880 HOXD1:MIR7704
ENSG00000128652:ENSG00000170166 HOXD3:HOXD4
ENSG00000128652:ENSG00000207744 HOXD3:MIR10B
ENSG00000128652:ENSG00000237380 HOXD3:HOXD-AS2
ENSG00000128652:ENSG00000272729 HOXD3:AC009336.1
ENSG00000128652:ENSG00000278500 HOXD3:AC009336.2
ENSG00000128655:ENSG00000206788 PDE11A:RNU6-629P
ENSG00000128655:ENSG00000213962 PDE11A:API5P2
ENSG00000128655:ENSG00000227241 PDE11A:AC011998.1
ENSG00000128655:ENSG00000229744 PDE11A:AC011998.2
ENSG00000128655:ENSG00000229941 PDE11A:AC012499.1
ENSG00000128655:ENSG00000236664 PDE11A:AC011998.3
ENSG00000128655:ENSG00000249909 PDE11A:CYCTP
ENSG00000128683:ENSG00000235934 GAD1:AC007405.2
ENSG00000128692:ENSG00000234350 EIF2S2P4:AC007405.1
ENSG00000128694:ENSG00000151687 OSGEPL1:ANKAR
ENSG00000128694:ENSG00000253559 OSGEPL1:OSGEPL1-AS1
ENSG00000128699:ENSG00000064933 ORMDL1:PMS1
ENSG00000128708:ENSG00000115840 HAT1:SLC25A12
ENSG00000128709:ENSG00000237380 HOXD9:HOXD-AS2
ENSG00000128710:ENSG00000128713 HOXD10:HOXD11
ENSG00000128713:ENSG00000128710 HOXD11:HOXD10
ENSG00000128731:ENSG00000256338 HERC2:RPL41P2
ENSG00000128739:ENSG00000214265 SNRPN:AC124312.1
ENSG00000128739:ENSG00000224078 SNRPN:SNHG14
ENSG00000128739:ENSG00000241061 SNRPN:RPL5P1
ENSG00000128739:ENSG00000242088 SNRPN:AC090602.1
ENSG00000128739:ENSG00000273173 SNRPN:SNURF
ENSG00000128739:ENSG00000280118 SNRPN:AC090983.1
ENSG00000128789:ENSG00000101624 PSMG2:CEP76
ENSG00000128789:ENSG00000134278 PSMG2:SPIRE1
ENSG00000128789:ENSG00000267249 PSMG2:AP005482.3
ENSG00000128805:ENSG00000231906 ARHGAP22:AC016397.1
ENSG00000128805:ENSG00000248682 ARHGAP22:ARHGAP22-IT1
ENSG00000128805:ENSG00000251413 ARHGAP22:AC068898.2
ENSG00000128815:ENSG00000165383 WDFY4:LRRC18
ENSG00000128815:ENSG00000228403 WDFY4:AC035139.1
ENSG00000128815:ENSG00000228754 WDFY4:RPL13AP19
ENSG00000128815:ENSG00000233665 WDFY4:AC060234.2
ENSG00000128815:ENSG00000241577 WDFY4:AC060234.3
ENSG00000128829:ENSG00000259389 EIF2AK4:H3F3AP1
ENSG00000128833:ENSG00000221052 MYO5C:MIR1266
ENSG00000128833:ENSG00000259577 MYO5C:CERNA1
ENSG00000128849:ENSG00000252984 CGNL1:RNU6-844P
ENSG00000128849:ENSG00000261265 CGNL1:AC025271.2
ENSG00000128849:ENSG00000261489 CGNL1:AC025271.3
ENSG00000128872:ENSG00000140280 TMOD2:LYSMD2
ENSG00000128872:ENSG00000259377 TMOD2:AC026770.1
ENSG00000128881:ENSG00000246283 TTBK2:AC090510.1
ENSG00000128881:ENSG00000260799 TTBK2:KRT8P50
ENSG00000128886:ENSG00000140264 ELL3:SERF2
ENSG00000128886:ENSG00000167004 ELL3:PDIA3
ENSG00000128886:ENSG00000262560 ELL3:AC018512.1
ENSG00000128891:ENSG00000223313 C15orf57:RNU6-516P
ENSG00000128891:ENSG00000259536 C15orf57:AC091045.1
ENSG00000128908:ENSG00000259463 INO80:AC020661.3
ENSG00000128908:ENSG00000259521 INO80:INO80-AS1
ENSG00000128908:ENSG00000259547 INO80:CYCSP2
ENSG00000128908:ENSG00000259617 INO80:AC020661.4
ENSG00000128908:ENSG00000280036 INO80:AC020661.5
ENSG00000128918:ENSG00000103569 ALDH1A2:AQP9
ENSG00000128918:ENSG00000166035 ALDH1A2:LIPC
ENSG00000128918:ENSG00000240934 ALDH1A2:AC066616.1
ENSG00000128918:ENSG00000259285 ALDH1A2:AC025431.1
ENSG00000128918:ENSG00000259293 ALDH1A2:LIPC-AS1
ENSG00000128918:ENSG00000259379 ALDH1A2:MTND5P32
ENSG00000128918:ENSG00000259477 ALDH1A2:AC012653.1
ENSG00000128918:ENSG00000259600 ALDH1A2:AC066616.2
ENSG00000128918:ENSG00000259626 ALDH1A2:MTND3P12
ENSG00000128918:ENSG00000259651 ALDH1A2:MTCO3P23
ENSG00000128918:ENSG00000259671 ALDH1A2:MTCYBP23
ENSG00000128918:ENSG00000274719 ALDH1A2:AC012653.2
ENSG00000128918:ENSG00000277229 ALDH1A2:AC084781.1
ENSG00000128918:ENSG00000277790 ALDH1A2:AC084781.2
ENSG00000128923:ENSG00000259353 MINDY2:AC090515.4
ENSG00000128923:ENSG00000259402 MINDY2:AC090515.5
ENSG00000128951:ENSG00000259488 DUT:AC023355.1
ENSG00000128973:ENSG00000260007 CLN6:AC107871.1
ENSG00000128973:ENSG00000260602 CLN6:HMGN2P40
ENSG00000129007:ENSG00000033800 CALML4:PIAS1
ENSG00000129007:ENSG00000260007 CALML4:AC107871.1
ENSG00000129009:ENSG00000261543 ISLR:AC010931.3
ENSG00000129028:ENSG00000137821 THAP10:LRRC49
ENSG00000129038:ENSG00000261801 LOXL1:LOXL1-AS1
ENSG00000129048:ENSG00000240303 ACKR4:ACAD11
